Job order ID,Company ID,# submissions,# recruiters submitting in job lifetime,# client interviews conducted,# placements,Current Job Status,Age of job since updated,Current Company Status,# company contacts,Finder's fee,Retainer Amount,Flat Fee,Company Churn?,Order Churn?,Age of job (Created to Status Change),Age of Job (Since Created)
14822497,21605362,10,4,4,0,2. Temporary-Paused,101,No Status,0,0,0,0,0,1,1008,1122
15830741,22337633,15,3,7,0,3. Filled,331,2. Active,1,0.175,2000,0,0,0,428,772
15868250,21926814,4,1,2,1,4. Closed,667,Active- No Current Job Orders,1,0.155,1300,0,0,1,77,757
15292371,21970371,10,2,7,0,4. Closed,296,No Status,3,0.175,1300,0,0,1,648,957
15586679,22203089,12,4,3,0,2. Temporary-Paused,116,Active- No Current Job Orders,1,0.205,2000,0,0,1,733,862
14843149,21612139,11,5,5,0,2. Temporary-Paused,732,2. Active,2,0.15,0,0,0,1,366,1111
15634238,21926763,10,3,8,0,4. Closed,297,CONTRACT EXPIRED,1,0.14,550,0,1,1,534,844
15610205,21926814,8,4,0,0,2. Temporary-Paused,339,Active- No Current Job Orders,1,0.155,1300,0,0,1,500,852
14994262,21612139,6,2,2,0,2. Temporary-Paused,663,2. Active,2,0.15,0,0,0,1,375,1051
15624845,22104318,1,1,0,0,4. Closed,648,Active- No Current Job Orders,6,0.15,0,0,0,1,187,848
15691730,21675955,3,2,0,0,2. Temporary-Paused,612,Active- No Current Job Orders,7,0.15,0,0,0,1,197,822
14994406,21612139,1,1,0,0,2. Temporary-Paused,663,2. Active,2,0.15,0,0,0,1,375,1051
15682844,21800341,9,1,3,0,2. Temporary-Paused,611,Active- No Current Job Orders,3,0.155,1300,0,0,1,200,824
15627677,21926541,2,1,1,0,4. Closed,741,No Status,2,0,1150,0,0,1,91,845
15906494,22377614,9,4,2,0,4. Closed,529,Active- No Current Job Orders,1,0.155,1600,0,0,1,197,739
15827195,22337120,6,3,1,0,2. Temporary-Paused,462,4. Business Terminated,1,0.175,0,0,1,1,298,773
15548450,21926418,6,3,4,0,2. Temporary-Paused,108,2. Active,2,0,0,0,0,1,752,873
15004588,21676684,4,4,2,0,2. Temporary-Paused,135,2. Active,2,0.15,1150,0,0,1,900,1048
16002098,22337633,5,1,3,1,4. Closed,269,2. Active,1,0.175,2000,0,0,1,409,691
16006373,21652786,9,1,8,1,3. Filled,10,2. Active,1,0.155,1000,0,0,0,667,690
15971621,22329467,3,1,3,0,4. Closed,594,Active- No Current Job Orders,1,0,0,0,0,1,96,703
16520289,21758947,4,3,1,0,FROZEN-UNRESPONSIVE,34,FROZEN- UNRESPONSIVE,2,0.125,2500,0,1,1,112,123
15211016,21747250,4,2,1,0,1. Active,2,2. Active,5,0,1,0,0,0,985,989
16148216,21926556,1,1,1,0,2. Temporary-Paused,573,2. Active,1,0.13,0,0,0,1,44,630
16370435,21926556,4,1,1,1,2. Temporary-Paused,122,2. Active,1,0.13,0,0,0,1,204,339
16399333,22725139,2,1,1,0,2. Temporary-Paused,195,Active- No Current Job Orders,1,0.15,0,0,0,1,101,309
16294851,22725139,4,1,2,0,4. Closed,262,Active- No Current Job Orders,1,0.15,0,0,0,1,171,446
16308981,22725139,1,1,1,1,3. Filled,381,Active- No Current Job Orders,1,0.15,0,0,0,0,36,430
14995438,21746302,2,1,0,0,2. Temporary-Paused,692,3. Temporary-Paused,1,0.125,0,0,1,1,346,1051
15336723,21675727,2,1,0,0,2. Temporary-Paused,565,4. Business Terminated,2,0.125,1300,0,1,1,363,941
15336678,21758947,2,1,1,0,2. Temporary-Paused,200,FROZEN- UNRESPONSIVE,2,0.125,2500,0,1,1,728,941
16529348,22891525,4,2,1,0,2. Temporary-Paused,61,3. Temporary-Paused,1,0.1,500,0,1,1,27,101
15476669,21747250,2,2,1,0,1. Active,3,2. Active,5,0,1,0,0,0,895,900
16527462,22954933,3,2,3,1,3. Filled,61,Active- No Current Job Orders,1,0.16,500,0,0,0,33,107
15657869,21677494,2,1,1,0,2. Temporary-Paused,732,Active- No Current Job Orders,2,0.13,500,0,0,1,90,835
16374946,22796672,6,1,0,0,4. Closed,290,4. Business Terminated,1,0,0,0,1,1,30,333
16376532,22835580,4,3,2,0,4. Closed,200,Active- No Current Job Orders,3,0.245,2500,0,0,1,321,331
16417620,22844860,16,2,5,0,4. Closed,136,2. Active,2,0.205,2500,0,0,1,272,282
16435217,22821650,3,2,1,0,4. Closed,174,2. Active,2,0.125,2500,0,0,1,68,255
16390917,22844860,7,3,5,0,4. Closed,220,2. Active,2,0.205,2500,0,0,1,86,319
16393860,22723479,11,3,1,0,2. Temporary-Paused,152,4. Business Terminated,2,0.155,2000,0,1,1,151,316
16402779,22730760,2,2,0,0,4. Closed,247,2. Active,2,0.15,0,0,0,1,44,304
16360080,21828224,1,1,1,1,3. Filled,164,2. Active,8,0.15,1300,0,0,0,175,352
16349026,22821650,2,1,0,0,2. Temporary-Paused,290,2. Active,2,0.125,2500,0,0,1,66,369
15822284,21828224,14,3,1,0,2. Temporary-Paused,200,2. Active,8,0.15,1300,0,0,1,561,774
16262145,22725139,3,1,2,0,4. Closed,267,Active- No Current Job Orders,1,0.15,0,0,0,1,212,492
16307116,22104318,1,1,1,0,4. Closed,297,Active- No Current Job Orders,6,0.15,0,0,0,1,421,431
16322760,22474463,3,2,0,0,2. Temporary-Paused,367,2. Active,0,0,0,0,0,1,30,410
16286718,21828224,3,2,1,0,2. Temporary-Paused,363,2. Active,8,0.15,1300,0,0,1,447,457
16262148,22725139,3,1,1,1,3. Filled,255,Active- No Current Job Orders,1,0.15,0,0,0,0,224,492
16262235,22725139,1,1,1,0,4. Closed,454,Active- No Current Job Orders,1,0.15,0,0,0,1,25,492
16262137,22725139,3,1,0,0,4. Closed,464,Active- No Current Job Orders,1,0.15,0,0,0,1,15,492
16280633,22725139,1,1,1,0,4. Closed,261,Active- No Current Job Orders,1,0.15,0,0,0,1,191,465
15265257,21780250,3,1,0,0,4. Closed,921,Active- No Current Job Orders,1,0.155,0,0,0,1,34,968
16452593,21605563,4,3,1,0,4. Closed,156,Active- No Current Job Orders,6,0.18,0,0,0,1,51,220
16469546,22474463,1,1,1,0,2. Temporary-Paused,132,2. Active,0,0,0,0,0,1,42,187
16527608,22714719,6,3,1,1,3. Filled,38,2. Active,1,0,0,8000,0,0,56,107
16092722,22565732,2,2,0,0,4. Closed,361,2. Active,1,0.155,2000,0,0,1,280,654
16138238,22601774,2,2,1,0,4. Closed,157,CONTRACT EXPIRED,1,0.15,1500,0,1,1,464,634
16166414,22104318,2,2,1,1,3. Filled,548,Active- No Current Job Orders,6,0.15,0,0,0,0,57,618
16137371,21746572,6,3,2,0,4. Closed,398,CONTRACT EXPIRED,1,0.145,1500,0,1,1,224,635
16162214,22555130,3,3,0,0,FROZEN-UNRESPONSIVE,167,4. Business Terminated,1,0.155,2000,0,1,1,444,624
16123211,21970371,4,1,2,1,3. Filled,580,No Status,3,0.175,1300,0,0,0,48,641
16163938,22601774,1,1,1,0,4. Closed,545,CONTRACT EXPIRED,1,0.15,1500,0,1,1,63,621
16153568,22642481,3,1,1,0,4. Closed,206,Lost Souls!,1,0.15,1500,0,1,1,408,627
16169652,22462028,1,1,1,0,2. Temporary-Paused,551,Active- No Current Job Orders,1,0.14,1500,0,0,1,48,612
16152641,22642481,5,1,2,1,4. Closed,206,Lost Souls!,1,0.15,1500,0,1,1,408,627
16126820,22607930,3,2,2,1,3. Filled (REPLACEMENT),364,Active- No Current Job Orders,2,0.15,2000,0,0,0,263,640
16057865,22104318,2,2,0,0,4. Closed,365,Active- No Current Job Orders,6,0.15,0,0,0,1,658,668
16125389,22305167,2,1,1,0,2. Temporary-Paused,4,2. Active,2,0.175,2500,0,0,1,623,640
16144979,22631093,3,2,2,1,3. Filled,401,Active- No Current Job Orders,2,0.16,2000,0,0,0,218,632
16134887,22463798,1,1,1,1,3. Filled,603,Active- No Current Job Orders,1,0.155,2000,0,0,0,19,635
16052777,22104318,7,4,2,0,4. Closed,462,Active- No Current Job Orders,6,0.15,0,0,0,1,660,670
16222779,22183190,7,5,3,1,3. Filled,359,2. Active,2,0.175,1250,0,0,0,170,542
16183026,22662895,11,4,3,0,4. Closed,34,CONTRACT EXPIRED,1,0.15,0,0,1,1,545,592
16232140,22673984,3,3,1,0,2. Temporary-Paused,283,2. Active,1,0.14,1500,0,0,1,232,528
16222792,22183190,3,2,1,0,2. Temporary-Paused,153,2. Active,2,0.175,1250,0,0,1,376,542
16184789,22666977,12,5,4,1,4. Closed,11,2. Active,1,0.16,1500,0,0,1,566,590
16042133,22516058,13,7,10,1,4. Closed,285,Active- No Current Job Orders,1,0.2,0,0,0,1,377,675
16210891,22673984,5,3,2,0,2. Temporary-Paused,453,2. Active,1,0.14,1500,0,0,1,92,558
16240256,22346156,4,2,0,0,4. Closed,474,Active- No Current Job Orders,1,0.14,1300,0,0,1,35,522
16239441,22708402,2,2,1,1,3. Filled,496,2. Active,1,0.015,1000,0,0,0,14,523
16245965,22711095,2,2,1,0,Offer Extended,465,4. Business Terminated,1,0.1,0,0,1,1,36,514
16222959,21677560,1,1,0,0,4. Closed,297,2. Active,2,0.1425,0,0,0,1,232,542
16195463,21753295,13,3,8,0,4. Closed (REPLACEMENT),297,4. Business Terminated,3,0.175,1500,0,1,1,267,577
16222919,22570739,3,2,2,0,4. Closed,436,2. Active,1,0.175,2500,0,0,1,93,542
16245963,22711095,6,3,3,0,2. Temporary-Paused,307,4. Business Terminated,1,0.1,0,0,1,1,194,514
16158353,22614719,5,3,3,1,4. Closed,297,CONTRACT EXPIRED,1,0.175,1500,0,1,1,315,625
16245799,22709252,4,3,1,0,4. Closed,297,4. Business Terminated,1,0.2,0,0,1,1,204,514
16250360,22712390,1,1,1,0,2. Temporary-Paused,466,2. Active,1,0.165,1000,0,0,1,29,508
16191060,22669251,1,1,1,0,2. Temporary-Paused,200,4. Business Terminated,1,0.14,1500,0,1,1,366,579
16190761,22066950,3,2,2,1,3. Filled,431,2. Active,2,0.175,1300,0,0,0,135,579
15928540,22390212,2,1,2,2,3. Filled (REPLACEMENT),462,Active- No Current Job Orders,1,0.155,1500,0,0,0,250,725
16170420,22182788,1,1,1,0,2. Temporary-Paused (REPLACEMENT),379,CONTRACT EXPIRED,1,0.14,1200,0,1,1,219,611
16173716,22570739,1,1,0,0,2. Temporary-Paused,431,2. Active,1,0.175,2500,0,0,1,162,606
16186968,21808294,3,2,2,0,4. Closed,151,Active- No Current Job Orders,1,0.175,0,0,0,1,421,585
16204713,22673984,2,2,0,0,2. Temporary-Paused,496,2. Active,1,0.14,1500,0,0,1,55,564
16185114,22337633,3,1,0,0,2. Temporary-Paused,471,2. Active,1,0.175,2000,0,0,1,106,590
16212402,21605563,4,2,0,0,4. Closed,431,Active- No Current Job Orders,6,0.18,0,0,0,1,112,556
16046207,22558178,2,1,1,1,4. Closed,614,Active- No Current Job Orders,1,0.155,0,0,0,1,47,674
16006040,22463798,5,3,5,1,3. Filled,560,Active- No Current Job Orders,1,0.155,2000,0,0,0,117,690
14949226,21677227,8,2,0,0,4. Closed,297,No Status,0,0.155,0,0,0,1,757,1067
14721211,21679711,3,1,1,0,2. Temporary-Paused,431,2. Active,1,0,0,0,0,1,712,1156
16052780,22104318,4,3,0,0,4. Closed,580,Active- No Current Job Orders,6,0.15,0,0,0,1,77,670
16074686,21926958,5,2,2,0,4. Closed,480,No Status,1,0,0,0,0,1,169,662
16096751,21926916,1,1,0,0,4. Closed,584,No Status,2,0.155,1150,0,0,1,56,653
16215694,22687666,12,4,7,2,3. Filled (REPLACEMENT),31,Active- No Current Job Orders,1,0.16,2000,0,0,0,507,551
16158344,22614719,3,3,2,0,3. Filled (REPLACEMENT),367,CONTRACT EXPIRED,1,0.175,1500,0,1,0,245,625
16228300,22183190,1,1,1,1,3. Filled,425,2. Active,2,0.175,1250,0,0,0,97,535
16222794,22183190,1,1,1,0,3. Filled,519,2. Active,2,0.175,1250,0,0,0,10,542
16137629,22614719,6,3,5,0,4. Closed,200,CONTRACT EXPIRED,1,0.175,1500,0,1,1,625,635
16056110,22390242,2,2,0,0,4. Closed,431,2. Active,1,0.2,0,0,0,1,225,669
16192673,22104318,3,2,0,0,4. Closed,307,Active- No Current Job Orders,6,0.15,0,0,0,1,568,578
16192671,22104318,2,2,0,0,4. Closed,495,Active- No Current Job Orders,6,0.15,0,0,0,1,70,578
16501019,21677494,6,4,3,1,3. Filled,41,Active- No Current Job Orders,2,0.13,500,0,0,0,98,152
16512413,21605557,1,1,0,0,4. Closed,86,2. Active,2,0.15,1000,0,0,1,131,141
16473892,22354736,7,4,6,1,1. Active (REPLACEMENT),9,2. Active,1,0.155,1300,0,0,0,176,178
16303758,22777249,2,1,2,0,2. Temporary-Paused,81,2. Active,2,0.15,1000,0,0,1,343,437
16514442,22934453,5,2,3,1,3. Filled,88,Active- No Current Job Orders,1,0.13,500,0,0,0,36,137
16506733,22725440,2,1,0,0,1. Active,11,2. Active,1,0.15,1000,0,0,0,127,151
16517161,22911427,3,1,0,0,4. Closed,104,4. Business Terminated,4,0.15,1000,0,1,1,120,130
16508051,22923400,5,2,0,0,4. Closed,40,2. Active,1,0.16,1000,0,0,1,96,149
16517794,22203089,3,2,0,0,2. Temporary-Paused,94,Active- No Current Job Orders,1,0.205,2000,0,0,1,22,129
16515494,22390242,3,2,2,0,Offer Extended,4,2. Active,1,0.2,0,0,0,0,134,135
16477788,22914721,4,3,2,1,Offer Extended,51,Active- No Current Job Orders,1,0.17,500,0,0,0,106,170
16479159,22104318,1,1,0,0,4. Closed,139,Active- No Current Job Orders,6,0.15,0,0,0,1,14,166
16474549,22911427,4,3,2,0,4. Closed,110,4. Business Terminated,4,0.15,1000,0,1,1,167,177
16501025,21677494,7,4,3,0,4. Closed,2,Active- No Current Job Orders,2,0.13,500,0,0,1,142,152
16476493,22912008,7,4,1,0,1. Active,6,2. Active,1,0,1000,4000,0,0,167,172
16222964,21677560,2,2,1,0,4. Closed,132,2. Active,2,0.1425,0,0,0,1,397,542
16452789,21612139,4,2,1,0,1. Active,25,2. Active,2,0.15,0,0,0,0,182,220
16455997,22731930,2,1,1,0,4. Closed,61,2. Active,8,0.14,1000,0,0,1,140,214
16465338,22896257,2,2,0,0,4. Closed,166,4. Business Terminated,1,0.13,1000,0,1,1,18,197
16460480,22899935,1,1,0,0,4. Closed,40,4. Business Terminated,1,0.15,500,0,1,1,153,206
16465054,22718833,2,1,0,0,4. Closed,15,2. Active,1,0.12,1000,0,0,1,187,197
16465185,22104318,1,1,0,0,4. Closed,164,Active- No Current Job Orders,6,0.15,0,0,0,1,20,197
16452793,21612139,2,2,1,0,1. Active,81,2. Active,2,0.15,0,0,0,0,126,220
16323896,22374203,6,4,1,1,2. Temporary-Paused,11,2. Active,1,0.125,900,0,0,1,385,409
16511215,21828224,1,1,0,0,2. Temporary-Paused,107,2. Active,8,0.15,1300,0,0,1,23,143
16478434,22914721,1,1,1,0,2. Temporary-Paused,96,Active- No Current Job Orders,1,0.17,500,0,0,1,60,169
16454947,22564115,2,2,0,0,4. Closed,194,2. Active,1,0.155,2000,0,0,1,205,215
16454029,22104318,3,2,2,0,4. Closed,186,Active- No Current Job Orders,6,0.15,0,0,0,1,19,218
16434791,22718868,4,3,2,0,4. Closed,31,2. Active,1,0.14,0,0,0,1,212,256
16434793,22718868,2,2,0,0,4. Closed,158,2. Active,1,0.14,0,0,0,1,85,256
16419987,21612139,1,1,0,0,2. Temporary-Paused,54,2. Active,2,0.15,0,0,0,1,211,278
16460481,22899935,1,1,1,0,4. Closed,128,4. Business Terminated,1,0.15,500,0,1,1,65,206
16434794,22718868,1,1,0,0,4. Closed,158,2. Active,1,0.14,0,0,0,1,85,256
15938261,21926418,3,1,0,0,2. Temporary-Paused,156,2. Active,2,0,0,0,0,1,549,718
16449460,22891525,1,1,0,0,4. Closed,83,3. Temporary-Paused,1,0.1,500,0,1,1,131,227
16470581,22777249,2,2,1,0,4. Closed,95,2. Active,2,0.15,1000,0,0,1,77,185
16373625,22104318,2,1,1,0,4. Closed,293,Active- No Current Job Orders,6,0.15,0,0,0,1,327,337
16252641,21675721,3,1,0,0,4. Closed,296,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,196,505
16141526,21675721,6,2,1,0,FROZEN-UNRESPONSIVE,264,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,356,633
16375904,21675721,2,1,0,0,FROZEN-UNRESPONSIVE,264,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,55,332
14946253,21926418,1,1,1,0,2. Temporary-Paused,272,2. Active,2,0,0,0,0,1,783,1068
16391453,22731930,2,2,0,0,2. Temporary-Paused (REPLACEMENT),291,2. Active,8,0.14,1000,0,0,1,14,318
16391014,22104318,2,1,1,0,4. Closed,272,Active- No Current Job Orders,6,0.15,0,0,0,1,309,319
16345032,21612139,3,2,3,1,2. Temporary-Paused,54,2. Active,2,0.15,0,0,0,1,373,376
16393027,22731930,3,1,1,1,3. Filled,293,2. Active,8,0.14,1000,0,0,0,11,317
16393071,22773046,3,2,0,0,2. Temporary-Paused,237,2. Active,1,0,1000,5000,0,1,67,317
16397602,22817762,10,6,1,0,2. Temporary-Paused,6,Active- No Current Job Orders,3,0.15,1000,0,0,1,302,311
16399680,22728705,2,1,0,0,4. Closed,132,4. Business Terminated,1,0.15,500,0,1,1,296,306
16399774,22857371,6,5,2,1,2. Temporary-Paused,200,2. Active,1,0.16,2500,0,0,1,93,306
16367759,22728758,3,2,2,0,4. Closed,272,2. Active,1,0,1500,0,0,1,56,341
16402977,22661623,1,1,0,0,2. Temporary-Paused,248,2. Active,1,0.175,1000,0,0,1,43,304
16403012,22735025,1,1,1,0,4. Closed,178,2. Active,1,0.15,500,0,0,1,294,304
16412911,22729018,4,2,1,0,4. Closed,258,Active- No Current Job Orders,2,0.15,500,0,0,1,18,289
16419965,22777249,1,1,0,0,2. Temporary-Paused,214,2. Active,2,0.15,1000,0,0,1,51,278
16417275,22857371,6,4,1,0,2. Temporary-Paused,167,2. Active,1,0.16,2500,0,0,1,103,283
16417176,22874920,2,1,0,0,2. Temporary-Paused,205,2. Active,1,0.16,1000,0,0,1,65,283
16373621,22104318,1,1,0,0,4. Closed,294,Active- No Current Job Orders,6,0.15,0,0,0,1,327,337
16350324,22731930,1,1,1,1,3. Filled,307,2. Active,8,0.14,1000,0,0,0,48,368
16404171,22104318,2,1,1,0,4. Closed,220,Active- No Current Job Orders,6,0.15,0,0,0,1,69,302
16428857,21758947,2,1,0,0,4. Closed (REPLACEMENT),179,FROZEN- UNRESPONSIVE,2,0.125,2500,0,1,1,71,263
16270572,22728758,2,2,2,1,Offer Extended,317,2. Active,1,0,1500,0,0,0,150,480
16359598,22777249,2,2,1,0,4. Closed,320,2. Active,2,0.15,1000,0,0,1,20,353
16339549,22711095,1,1,1,0,2. Temporary-Paused,311,4. Business Terminated,1,0.1,0,0,1,1,59,383
16346595,21746341,3,2,3,1,3. Filled,200,2. Active,2,0.155,1300,0,0,0,371,375
16245960,22711095,4,2,1,0,2. Temporary-Paused,317,4. Business Terminated,1,0.1,0,0,1,1,184,514
16336571,22673984,1,1,0,0,2. Temporary-Paused,283,2. Active,1,0.14,1500,0,0,1,94,390
16302666,22773057,8,4,3,2,4. Closed,230,2. Active,1,0.15,1000,0,0,1,195,438
16434409,22880874,1,1,1,0,3. Filled,30,2. Active,1,0.15,1000,0,0,0,213,256
16399408,22374203,3,2,3,0,4. Closed,219,2. Active,1,0.125,900,0,0,1,76,308
16399405,22374203,3,2,1,0,4. Closed,255,2. Active,1,0.125,900,0,0,1,40,308
16399407,22374203,1,1,0,0,4. Closed,200,2. Active,1,0.125,900,0,0,1,95,308
16399409,22374203,1,1,0,0,4. Closed,230,2. Active,1,0.125,900,0,0,1,65,308
16336573,22673984,2,1,2,0,1. Active,5,2. Active,1,0.14,1500,0,0,0,388,390
16345031,21612139,3,3,2,1,2. Temporary-Paused,132,2. Active,2,0.15,0,0,0,1,231,376
16345028,21612139,1,1,1,0,2. Temporary-Paused,265,2. Active,2,0.15,0,0,0,1,98,376
15671876,22100457,2,2,2,0,3. Filled,625,No Status,1,0.12,0,0,0,0,191,829
15627974,22249943,2,1,2,0,3. Filled,762,2. Active,1,0.175,1000,0,0,0,70,845
15636482,21605410,7,3,0,0,2. Temporary-Paused,663,No Status,1,0.15,0,0,0,1,167,843
15697028,22277576,8,5,0,0,2. Temporary-Paused,307,Active- No Current Job Orders,1,0.14,550,0,0,1,500,820
14942236,21675727,16,10,7,0,4. Closed,297,4. Business Terminated,2,0.125,1300,0,1,1,759,1069
15961241,22418483,9,4,4,1,3. Filled,285,CONTRACT EXPIRED,1,0.175,0,0,1,0,406,704
15900707,22376003,8,4,4,0,4. Closed,462,No Status,1,0,0,2900,0,1,267,742
15992981,22430702,2,1,1,1,3. Filled,285,No Status,1,0.155,2000,0,0,0,396,694
15250482,21605362,10,3,2,0,4. Closed,758,No Status,0,0,0,0,0,1,203,974
15211688,21605563,4,1,4,0,4. Closed,759,Active- No Current Job Orders,6,0.18,0,0,0,1,217,989
16002152,21926763,1,1,1,0,4. Closed,585,CONTRACT EXPIRED,1,0.14,550,0,1,1,93,691
16068119,21808294,1,1,1,0,4. Closed,462,Active- No Current Job Orders,1,0.175,0,0,0,1,188,663
16068125,21808294,1,1,0,0,4. Closed,462,Active- No Current Job Orders,1,0.175,0,0,0,1,188,663
15852872,21746779,5,2,0,0,4. Closed,684,5. Won!,1,0.1325,0,0,0,1,67,764
15786815,22312598,10,6,7,0,3. Filled,422,4. Business Terminated,1,0.14,1300,0,1,0,353,788
15783347,22311686,4,1,4,0,4. Closed,719,No Status,0,0,0,0,0,1,57,789
15229119,21927168,2,2,2,0,2. Temporary-Paused,365,No Status,2,0,0,0,0,1,927,1305
15745538,22104318,2,1,2,0,2. Temporary-Paused,356,Active- No Current Job Orders,6,0.15,0,0,0,1,437,806
15618929,21926814,3,2,2,0,4. Closed,639,Active- No Current Job Orders,1,0.155,1300,0,0,1,198,850
15586685,22203098,1,1,1,1,3. Filled,618,No Status,1,0,1000,0,0,0,231,862
15299055,21677494,4,4,3,0,4. Closed,297,Active- No Current Job Orders,2,0.13,500,0,0,1,645,955
15904100,21796063,4,2,4,0,4. Closed,672,2. Active,1,0.16,0,0,0,1,55,740
15431318,21926532,9,5,5,0,2. Temporary-Paused,668,No Status,1,0,0,0,0,1,225,906
15827207,22337120,1,1,1,0,2. Temporary-Paused,400,4. Business Terminated,1,0.175,0,0,1,1,360,773
15918326,21746683,3,1,1,1,3. Filled,291,No Status,1,0.175,1150,0,0,0,429,733
15806243,21926949,1,1,0,0,2. Temporary-Paused,472,No Status,0,0,0,0,0,1,296,781
16526618,22731930,3,3,1,0,3. Filled,12,2. Active,8,0.14,1000,0,0,0,84,109
16515496,22390242,4,1,3,0,4. Closed,26,2. Active,1,0.2,0,0,0,1,96,135
16564262,21677227,3,2,0,0,1. Active,4,No Status,0,0.155,0,0,0,0,20,29
16438842,22803059,2,2,0,0,2. Temporary-Paused (REPLACEMENT),11,3. Temporary-Paused,1,0.15,1500,0,1,1,223,247
16106213,22305167,3,2,2,0,4. Closed,7,2. Active,2,0.175,2500,0,0,1,642,648
16270574,22728759,2,2,1,0,2. Temporary-Paused,6,2. Active,1,0.15,1000,0,0,1,461,480
16565285,21927210,2,1,0,0,1. Active,0,2. Active,5,0.1,1040,0,0,0,17,26
16521670,22731932,2,1,0,0,4. Closed,73,2. Active,3,0.175,2500,0,0,1,35,121
16531720,22565732,1,1,1,1,3. Filled,54,2. Active,1,0.155,2000,0,0,0,84,96
16532766,22066950,3,1,2,0,1. Active,6,2. Active,2,0.175,1300,0,0,0,84,94
16531695,22958514,3,2,0,0,4. Closed,34,2. Active,1,0.175,2500,0,0,1,86,96
16515498,22390242,2,1,2,0,4. Closed,18,2. Active,1,0.2,0,0,0,1,134,135
16545129,21612139,4,4,1,0,1. Active,5,2. Active,2,0.15,0,0,0,0,64,66
15518006,22182788,7,2,7,0,3. Filled,654,CONTRACT EXPIRED,1,0.14,1200,0,1,0,217,884
15229662,21926541,1,1,0,0,2. Temporary-Paused,732,No Status,2,0,1150,0,0,1,380,1125
15086023,21786244,3,2,3,0,3. Filled,598,No Status,2,0.175,1300,0,0,0,413,1024
14994268,21689179,4,2,1,0,3. Filled,781,No Status,1,0.125,1300,0,0,0,257,1051
15127300,21796063,9,3,5,0,3. Filled,276,2. Active,1,0.16,0,0,0,0,724,1013
14955031,21677512,2,2,0,0,4. Closed,66,No Status,2,0.15,0,0,0,1,986,1065
15141685,21746689,3,3,2,0,2. Temporary-Paused,697,3. Temporary-Paused,1,0.14,0,0,1,1,299,1009
14995174,21746572,2,1,0,0,4. Closed,850,CONTRACT EXPIRED,1,0.145,1500,0,1,1,188,1051
14938261,21657937,6,2,0,0,4. Closed,766,No Status,0,0,0,0,0,1,293,1072
14949694,21657937,1,1,0,0,4. Closed,846,No Status,0,0,0,0,0,1,208,1067
14948098,21677512,1,1,0,0,4. Closed,759,No Status,2,0.15,0,0,0,1,295,1067
14955097,21677191,3,3,2,0,2. Temporary-Paused,684,No Status,0,0.1,0,0,0,1,368,1065
14954473,21746278,3,3,2,0,2. Temporary-Paused,732,3. Temporary-Paused,7,0.15,0,0,1,1,320,1065
14972758,21531718,2,2,1,0,2. Temporary-Paused,962,No Status,8,0.15,0,0,0,1,84,1059
14978023,21746278,11,5,5,0,4. Closed,495,3. Temporary-Paused,7,0.15,0,0,1,1,547,1055
14942224,21675721,7,3,5,0,4. Closed,529,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,527,1069
15278922,21796063,5,2,5,0,3. Filled,782,2. Active,1,0.16,0,0,0,0,167,962
15229125,21677305,1,1,0,0,2. Temporary-Paused,732,4. Business Terminated,2,0.0875,0,0,1,1,560,1305
15089551,21747070,5,1,0,0,2. Temporary-Paused (REPLACEMENT),732,Active- No Current Job Orders,2,0.13,1000,3000,0,1,278,1023
15210896,21828224,7,3,3,0,2. Temporary-Paused,200,2. Active,8,0.15,1300,0,0,1,776,989
15251259,21828224,6,2,4,0,4. Closed,565,2. Active,8,0.15,1300,0,0,1,396,974
15280851,21970347,5,2,1,0,2. Temporary-Paused (REPLACEMENT),600,No Status,1,0.155,1050,0,0,1,349,962
14941396,21675580,2,1,2,0,2. Temporary-Paused,815,No Status,1,0,0,0,0,1,241,1069
14994067,21537688,3,2,2,0,4. Closed,297,No Status,3,0.155,0,0,0,1,741,1051
14994139,21746272,2,2,1,0,2. Temporary-Paused,781,No Status,0,0.14,0,0,0,1,257,1051
14741110,21537688,8,4,6,0,4. Closed,565,No Status,3,0.155,0,0,0,1,571,1149
14994103,21677548,10,7,7,0,2. Temporary-Paused,697,No Status,1,0.1,0,0,0,1,341,1051
15019573,21758950,7,3,3,0,4. Closed,564,3. Temporary-Paused,1,0.125,0,0,1,1,466,1043
14951905,21675727,9,4,2,0,4. Closed,297,4. Business Terminated,2,0.125,1300,0,1,1,756,1066
14994028,21677530,4,2,1,0,2. Temporary-Paused (REPLACEMENT),660,No Status,3,0.1,0,0,0,1,378,1051
16274558,22183190,4,3,2,1,Offer Extended,200,2. Active,2,0.175,1250,0,0,0,261,474
16269323,22718868,3,3,0,0,4. Closed,200,2. Active,1,0.14,0,0,0,1,471,481
16270269,22718868,1,1,0,0,4. Closed,447,2. Active,1,0.14,0,0,0,1,20,480
16270994,22183190,2,2,0,0,2. Temporary-Paused,447,2. Active,2,0.175,1250,0,0,1,20,480
16255450,22716450,3,1,2,2,2. Temporary-Paused (REPLACEMENT),264,2. Active,1,0.14,1200,0,0,1,224,501
16265953,22183190,2,2,0,0,4. Closed,325,2. Active,2,0.175,1250,0,0,1,148,486
